"Ano","Espécie","Anos de Serviço do Segurado","Sexo","Clientela","Qte Benefícios Concedidos","Vlr Benefícios Concedidos (R$)","Vlr Benef Concedidos (Mil R$)"
"2013","46-Ap Tempo Contrib Especial","18 Anos","Feminino","Urbana","1","4049,69","4,05"
"2013","46-Ap Tempo Contrib Especial","19 Anos","Feminino","Urbana","1","1123,44","1,12"
"2013","46-Ap Tempo Contrib Especial","20 Anos","Feminino","Urbana","4","6290,48","6,29"
"2013","46-Ap Tempo Contrib Especial","21 Anos","Feminino","Urbana","4","8835,68","8,84"
"2013","46-Ap Tempo Contrib Especial","22 Anos","Feminino","Urbana","3","5306,70","5,31"
"2013","46-Ap Tempo Contrib Especial","23 Anos","Feminino","Urbana","2","2932,34","2,93"
"2013","46-Ap Tempo Contrib Especial","24 Anos","Feminino","Urbana","6","12507,04","12,51"
"2013","46-Ap Tempo Contrib Especial","25 Anos","Feminino","Urbana","715","1594168,17","1594,17"
"2013","46-Ap Tempo Contrib Especial","26 Anos","Feminino","Urbana","221","517995,13","518,00"
"2013","46-Ap Tempo Contrib Especial","27 Anos","Feminino","Urbana","98","221437,07","221,44"
"2013","46-Ap Tempo Contrib Especial","28 Anos","Feminino","Urbana","49","112898,32","112,90"
"2013","46-Ap Tempo Contrib Especial","29 Anos","Feminino","Urbana","26","64889,25","64,89"
"2013","46-Ap Tempo Contrib Especial","30 Anos","Feminino","Urbana","11","18788,68","18,79"
"2013","46-Ap Tempo Contrib Especial","31 Anos","Feminino","Urbana","11","32369,72","32,37"
"2013","46-Ap Tempo Contrib Especial","32 Anos","Feminino","Urbana","5","13984,41","13,98"
"2013","46-Ap Tempo Contrib Especial","33 Anos","Feminino","Urbana","3","9135,36","9,14"
"2013","46-Ap Tempo Contrib Especial","34 Anos","Feminino","Urbana","3","3903,91","3,90"
"2013","46-Ap Tempo Contrib Especial","35 Anos","Feminino","Urbana","1","2020,44","2,02"
"2013","46-Ap Tempo Contrib Especial","Ignorado","Feminino","Urbana","101","205083,73","205,08"
"2013","Outras Ap Tempo Contrib","30 Anos","Masculino","Urbana","213","431444,39","431,44"
"2013","Outras Ap Tempo Contrib","31 Anos","Masculino","Urbana","50","103851,81","103,85"
"2013","Outras Ap Tempo Contrib","32 Anos","Masculino","Urbana","41","98229,84","98,23"
"2013","Outras Ap Tempo Contrib","33 Anos","Masculino","Urbana","21","47712,81","47,71"
"2013","Outras Ap Tempo Contrib","34 Anos","Masculino","Urbana","21","49017,26","49,02"
"2013","Outras Ap Tempo Contrib","35 Anos","Masculino","Urbana","12","31297,11","31,30"
"2013","Outras Ap Tempo Contrib","36 Anos","Masculino","Urbana","5","15321,43","15,32"
"2013","Outras Ap Tempo Contrib","37 Anos","Masculino","Urbana","5","14309,85","14,31"
"2013","Outras Ap Tempo Contrib","38 Anos","Masculino","Urbana","2","3470,00","3,47"
"2013","Outras Ap Tempo Contrib","39 Anos","Masculino","Urbana","2","8427,53","8,43"
"2013","Outras Ap Tempo Contrib","40 Anos e Mais","Masculino","Urbana","1","3048,28","3,05"
"2013","Outras Ap Tempo Contrib","Ignorado","Masculino","Urbana","6","12363,32","12,36"
"2013","Outras Ap Tempo Contrib","25 Anos","Feminino","Urbana","3985","5314404,27","5314,40"
"2013","Outras Ap Tempo Contrib","26 Anos","Feminino","Urbana","1091","1427489,96","1427,49"
"2013","Outras Ap Tempo Contrib","27 Anos","Feminino","Urbana","703","962364,68","962,36"
"2013","Outras Ap Tempo Contrib","28 Anos","Feminino","Urbana","405","530789,12","530,79"
"2013","Outras Ap Tempo Contrib","29 Anos","Feminino","Urbana","364","465961,94","465,96"
"2013","Outras Ap Tempo Contrib","30 Anos","Feminino","Urbana","362","505113,11","505,11"
"2013","Outras Ap Tempo Contrib","31 Anos","Feminino","Urbana","176","262807,80","262,81"
"2013","Outras Ap Tempo Contrib","32 Anos","Feminino","Urbana","131","199220,31","199,22"
"2013","Outras Ap Tempo Contrib","33 Anos","Feminino","Urbana","75","117116,09","117,12"
"2013","Outras Ap Tempo Contrib","34 Anos","Feminino","Urbana","41","70304,37","70,30"
"2013","Outras Ap Tempo Contrib","35 Anos","Feminino","Urbana","29","56422,37","56,42"
"2013","Outras Ap Tempo Contrib","36 Anos","Feminino","Urbana","16","25376,80","25,38"
"2013","Outras Ap Tempo Contrib","37 Anos","Feminino","Urbana","8","16021,80","16,02"
"2013","Outras Ap Tempo Contrib","38 Anos","Feminino","Urbana","6","13391,16","13,39"
"2013","Outras Ap Tempo Contrib","39 Anos","Feminino","Urbana","7","18101,89","18,10"
"2013","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","2","4293,09","4,29"
"2013","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","2","4221,22","4,22"
"2013","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","1","1263,11","1,26"
"2013","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","1","4592,09","4,59"
"2013","Outras Ap Tempo Contrib","Ignorado","Feminino","Urbana","44","39957,86","39,96"
"2013","Outras Ap Tempo Contrib","Ignorado","Feminino","Urbana","1","4268,68","4,27"
"2014","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Urbana","704","1357409,50","1357,41"
"2014","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Urbana","1145","1638055,19","1638,06"
"2014","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Urbana","2806","3142383,84","3142,38"
"2014","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Urbana","7445","8115350,07","8115,35"
"2014","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Urbana","12319","12529360,01","12529,36"
"2014","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Urbana","102864","187373472,21","187373,47"
"2014","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Urbana","25173","47305455,07","47305,46"
"2014","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Urbana","14508","29004613,24","29004,61"
"2014","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Urbana","9177","19439413,47","19439,41"
"2014","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Urbana","6098","13690029,44","13690,03"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","4080","9825567,64","9825,57"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","2660","6716489,74","6716,49"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1787","4625302,05","4625,30"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1133","3130840,17","3130,84"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","823","2360959,08","2360,96"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","514","1568237,18","1568,24"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","381","1191043,69","1191,04"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","251","832826,00","832,83"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","178","567549,41","567,55"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","104","330263,05","330,26"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","85","300880,79","300,88"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","59","226802,91","226,80"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","49","181841,84","181,84"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","25","95283,37","95,28"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","16","62958,99","62,96"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","19","81861,16","81,86"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","9","36071,09","36,07"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","17","64601,01","64,60"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","10","36265,13","36,27"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","8","35902,41","35,90"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","4","16008,35","16,01"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","3","12860,40","12,86"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","3","13220,23","13,22"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","2","8798,77","8,80"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","4441,01","4,44"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","4389,61","4,39"
"2014","42-Ap Tempo Contrib Lops","{ñ class}","Masculino","Urbana","1","4441,01","4,44"
"2014","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Urbana","1828","3450615,74","3450,62"
"2014","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Rural","5","3620,00","3,62"
"2014","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Rural","2","1448,00","1,45"
"2014","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Rural","20","14480,00","14,48"
"2014","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Rural","60","45383,92","45,38"
"2014","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Rural","240","176317,47","176,32"
"2014","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Rural","613","520185,72","520,19"
"2014","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Rural","132","113609,45","113,61"
"2014","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Rural","92","81750,30","81,75"
"2014","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Rural","49","41857,27","41,86"
"2014","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Rural","50","45265,11","45,27"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","26","20462,39","20,46"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","11","11686,05","11,69"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","9","7515,10","7,52"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","7","8385,34","8,39"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","4","4999,93","5,00"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","2","4422,18","4,42"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","2682,42","2,68"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","973,78","0,97"
"2014","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Rural","22","16282,03","16,28"
"2014","42-Ap Tempo Contrib Lops","25 Anos","Feminino","Urbana","197","300748,42","300,75"
"2014","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Urbana","448","456529,23","456,53"
"2014","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Urbana","1566","1305913,74","1305,91"
"2014","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Urbana","5454","4532622,29","4532,62"
"2014","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Urbana","11345","8950238,82","8950,24"
"2014","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Urbana","48667","68729367,90","68729,37"
"2014","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Urbana","10038","14714414,84","14714,41"
"2014","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Urbana","5705","9117990,94","9117,99"
"2014","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Urbana","3539","6203368,03","6203,37"
"2014","42-Ap Tempo Contrib Lops","34 Anos","Feminino","Urbana","2472","4623558,80","4623,56"
"2014","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Urbana","1939","3965068,59","3965,07"
"2014","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Urbana","1226","2689093,34","2689,09"
"2014","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Urbana","802","1889861,59","1889,86"
"2014","42-Ap Tempo Contrib Lops","38 Anos","Feminino","Urbana","486","1156175,72","1156,18"
"2014","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Urbana","308","789597,75","789,60"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","194","504805,48","504,81"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","116","311562,19","311,56"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","74","228533,97","228,53"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","40","104227,60","104,23"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","17","54239,85","54,24"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","25","79272,11","79,27"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","9","28938,98","28,94"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","8","24811,46","24,81"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","6","20895,33","20,90"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","2","9690,73","9,69"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","4921,75","4,92"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","4903,65","4,90"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","4389,61","4,39"
"2014","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Urbana","492","703780,00","703,78"
"2014","42-Ap Tempo Contrib Lops","25 Anos","Feminino","Rural","1","724,00","0,72"
"2014","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Rural","1","724,00","0,72"
"2014","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Rural","3","2172,00","2,17"
"2014","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Rural","7","5068,00","5,07"
"2014","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Rural","12","8688,00","8,69"
"2014","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Rural","45","34251,69","34,25"
"2014","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Rural","7","5120,85","5,12"
"2014","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Rural","5","3620,00","3,62"
"2014","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Rural","4","2896,00","2,90"
"2014","42-Ap Tempo Contrib Lops","34 Anos","Feminino","Rural","2","1644,20","1,64"
"2014","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Rural","2","1858,50","1,86"
"2014","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Rural","3","2751,20","2,75"
"2014","42-Ap Tempo Contrib Lops","38 Anos","Feminino","Rural","1","841,28","0,84"
"2014","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Rural","1","1171,43","1,17"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","1","724,00","0,72"
"2014","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","1","724,00","0,72"
"2014","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Rural","5","3535,29","3,54"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Masculino","Urbana","1","4561,20","4,56"
"2014","46-Ap Tempo Contrib Especial","Até 15 Anos","Masculino","Urbana","222","595968,41","595,97"
"2014","46-Ap Tempo Contrib Especial","16 Anos","Masculino","Urbana","53","154500,67","154,50"
"2014","46-Ap Tempo Contrib Especial","17 Anos","Masculino","Urbana","32","88972,98","88,97"
"2014","46-Ap Tempo Contrib Especial","18 Anos","Masculino","Urbana","42","108281,99","108,28"
"2014","46-Ap Tempo Contrib Especial","19 Anos","Masculino","Urbana","29","87255,64","87,26"
"2014","46-Ap Tempo Contrib Especial","20 Anos","Masculino","Urbana","54","168402,65","168,40"
"2014","46-Ap Tempo Contrib Especial","21 Anos","Masculino","Urbana","24","75015,71","75,02"
"2014","46-Ap Tempo Contrib Especial","22 Anos","Masculino","Urbana","22","66974,99","66,97"
"2014","46-Ap Tempo Contrib Especial","23 Anos","Masculino","Urbana","12","38591,33","38,59"
"2014","46-Ap Tempo Contrib Especial","24 Anos","Masculino","Urbana","25","76906,81","76,91"
"2014","46-Ap Tempo Contrib Especial","25 Anos","Masculino","Urbana","5937","18468695,84","18468,70"
"2014","46-Ap Tempo Contrib Especial","26 Anos","Masculino","Urbana","2279","7138002,69","7138,00"
"2014","46-Ap Tempo Contrib Especial","27 Anos","Masculino","Urbana","1461","4603066,80","4603,07"
"2014","46-Ap Tempo Contrib Especial","28 Anos","Masculino","Urbana","931","2895255,75","2895,26"
"2014","46-Ap Tempo Contrib Especial","29 Anos","Masculino","Urbana","593","1777520,48","1777,52"
"2014","46-Ap Tempo Contrib Especial","30 Anos","Masculino","Urbana","401","1222392,25","1222,39"
"2014","46-Ap Tempo Contrib Especial","31 Anos","Masculino","Urbana","248","746318,49","746,32"
"2014","46-Ap Tempo Contrib Especial","32 Anos","Masculino","Urbana","140","439822,24","439,82"
"2014","46-Ap Tempo Contrib Especial","33 Anos","Masculino","Urbana","100","296468,88","296,47"
"2014","46-Ap Tempo Contrib Especial","34 Anos","Masculino","Urbana","47","150284,81","150,28"
"2014","46-Ap Tempo Contrib Especial","35 Anos","Masculino","Urbana","32","94035,13","94,04"
"2014","46-Ap Tempo Contrib Especial","36 Anos","Masculino","Urbana","17","46191,86","46,19"
"2014","46-Ap Tempo Contrib Especial","37 Anos","Masculino","Urbana","7","22944,26","22,94"
"2014","46-Ap Tempo Contrib Especial","38 Anos","Masculino","Urbana","6","15201,09","15,20"
"2014","46-Ap Tempo Contrib Especial","39 Anos","Masculino","Urbana","6","18684,98","18,68"
"2014","46-Ap Tempo Contrib Especial","40 Anos e Mais","Masculino","Urbana","5","15342,99","15,34"
"2014","46-Ap Tempo Contrib Especial","40 Anos e Mais","Masculino","Urbana","2","9189,72","9,19"
"2014","46-Ap Tempo Contrib Especial","40 Anos e Mais","Masculino","Urbana","1","1426,28","1,43"
"2014","46-Ap Tempo Contrib Especial","40 Anos e Mais","Masculino","Urbana","3","8244,18","8,24"
"2014","46-Ap Tempo Contrib Especial","40 Anos e Mais","Masculino","Urbana","2","6387,12","6,39"
"2014","46-Ap Tempo Contrib Especial","Ignorado","Masculino","Urbana","493","1448900,32","1448,90"
"2014","46-Ap Tempo Contrib Especial","17 Anos","Feminino","Urbana","1","2649,11","2,65"
"2014","46-Ap Tempo Contrib Especial","18 Anos","Feminino","Urbana","3","5149,80","5,15"
"2014","46-Ap Tempo Contrib Especial","19 Anos","Feminino","Urbana","1","3326,78","3,33"
"2014","46-Ap Tempo Contrib Especial","20 Anos","Feminino","Urbana","5","5864,38","5,86"
"2014","46-Ap Tempo Contrib Especial","21 Anos","Feminino","Urbana","6","6071,44","6,07"
"2014","46-Ap Tempo Contrib Especial","22 Anos","Feminino","Urbana","5","7660,63","7,66"
"2014","46-Ap Tempo Contrib Especial","23 Anos","Feminino","Urbana","2","3999,37","4,00"
"2014","46-Ap Tempo Contrib Especial","24 Anos","Feminino","Urbana","2","2276,25","2,28"
"2014","46-Ap Tempo Contrib Especial","25 Anos","Feminino","Urbana","766","1671781,85","1671,78"
"2014","46-Ap Tempo Contrib Especial","26 Anos","Feminino","Urbana","241","543335,60","543,34"
"2014","46-Ap Tempo Contrib Especial","27 Anos","Feminino","Urbana","122","304671,73","304,67"
"2014","46-Ap Tempo Contrib Especial","28 Anos","Feminino","Urbana","57","128808,78","128,81"
"2014","46-Ap Tempo Contrib Especial","29 Anos","Feminino","Urbana","27","60808,67","60,81"
"2014","46-Ap Tempo Contrib Especial","30 Anos","Feminino","Urbana","26","64355,53","64,36"
"2014","46-Ap Tempo Contrib Especial","31 Anos","Feminino","Urbana","5","7014,10","7,01"
"2014","46-Ap Tempo Contrib Especial","32 Anos","Feminino","Urbana","6","12807,54","12,81"
"2014","46-Ap Tempo Contrib Especial","33 Anos","Feminino","Urbana","5","6044,65","6,04"
"2014","46-Ap Tempo Contrib Especial","35 Anos","Feminino","Urbana","3","5853,53","5,85"
"2014","46-Ap Tempo Contrib Especial","36 Anos","Feminino","Urbana","1","3008,22","3,01"
"2014","46-Ap Tempo Contrib Especial","Ignorado","Feminino","Urbana","71","137122,45","137,12"
"2014","Outras Ap Tempo Contrib","30 Anos","Masculino","Urbana","212","446994,72","446,99"
"2014","Outras Ap Tempo Contrib","31 Anos","Masculino","Urbana","63","129786,32","129,79"
"2014","Outras Ap Tempo Contrib","32 Anos","Masculino","Urbana","35","79507,38","79,51"
"2014","Outras Ap Tempo Contrib","33 Anos","Masculino","Urbana","29","69334,45","69,33"
"2014","Outras Ap Tempo Contrib","34 Anos","Masculino","Urbana","15","29418,25","29,42"
"2014","Outras Ap Tempo Contrib","35 Anos","Masculino","Urbana","11","28437,24","28,44"
"2014","Outras Ap Tempo Contrib","36 Anos","Masculino","Urbana","7","15193,12","15,19"
"2014","Outras Ap Tempo Contrib","37 Anos","Masculino","Urbana","3","10458,17","10,46"
"2014","Outras Ap Tempo Contrib","38 Anos","Masculino","Urbana","3","9013,79","9,01"
"2014","Outras Ap Tempo Contrib","39 Anos","Masculino","Urbana","3","11875,76","11,88"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Masculino","Urbana","1","4389,61","4,39"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Masculino","Urbana","1","4389,61","4,39"
"2014","Outras Ap Tempo Contrib","Ignorado","Masculino","Urbana","3","6486,31","6,49"
"2014","Outras Ap Tempo Contrib","25 Anos","Feminino","Urbana","3842","5343125,24","5343,13"
"2014","Outras Ap Tempo Contrib","26 Anos","Feminino","Urbana","1135","1582343,13","1582,34"
"2014","Outras Ap Tempo Contrib","27 Anos","Feminino","Urbana","814","1136421,05","1136,42"
"2014","Outras Ap Tempo Contrib","28 Anos","Feminino","Urbana","538","784213,47","784,21"
"2014","Outras Ap Tempo Contrib","29 Anos","Feminino","Urbana","318","470050,11","470,05"
"2014","Outras Ap Tempo Contrib","30 Anos","Feminino","Urbana","299","484041,54","484,04"
"2014","Outras Ap Tempo Contrib","31 Anos","Feminino","Urbana","241","384209,25","384,21"
"2014","Outras Ap Tempo Contrib","32 Anos","Feminino","Urbana","144","250422,38","250,42"
"2014","Outras Ap Tempo Contrib","33 Anos","Feminino","Urbana","91","166330,74","166,33"
"2014","Outras Ap Tempo Contrib","34 Anos","Feminino","Urbana","66","119386,62","119,39"
"2014","Outras Ap Tempo Contrib","35 Anos","Feminino","Urbana","48","84765,01","84,77"
"2014","Outras Ap Tempo Contrib","36 Anos","Feminino","Urbana","25","42860,69","42,86"
"2014","Outras Ap Tempo Contrib","37 Anos","Feminino","Urbana","24","45185,45","45,19"
"2014","Outras Ap Tempo Contrib","38 Anos","Feminino","Urbana","5","13067,47","13,07"
"2014","Outras Ap Tempo Contrib","39 Anos","Feminino","Urbana","4","6133,71","6,13"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","1","1434,24","1,43"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","4","4667,62","4,67"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","2","3918,28","3,92"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","2","5944,03","5,94"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","1","3785,79","3,79"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","2","6163,41","6,16"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","1","4558,30","4,56"
"2014","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","2","2591,92","2,59"
"2014","Outras Ap Tempo Contrib","Ignorado","Feminino","Urbana","50","63772,72","63,77"
"2015","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Urbana","553","1213238,64","1213,24"
"2015","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Urbana","822","1334478,32","1334,48"
"2015","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Urbana","2013","2457728,55","2457,73"
"2015","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Urbana","5399","6482601,06","6482,60"
"2015","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Urbana","9887","10462094,45","10462,09"
"2015","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Urbana","98637","192820586,93","192820,59"
"2015","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Urbana","24736","50573108,44","50573,11"
"2015","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Urbana","15216","33847656,46","33847,66"
"2015","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Urbana","10210","24330299,75","24330,30"
"2015","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Urbana","7159","18393629,67","18393,63"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","4942","13379112,39","13379,11"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","3243","9113596,61","9113,60"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","2190","6388475,31","6388,48"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1384","4209792,34","4209,79"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","916","2879699,19","2879,70"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","651","2034257,22","2034,26"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","449","1521295,26","1521,30"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","305","1029983,32","1029,98"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","197","747402,95","747,40"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","129","477535,38","477,54"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","100","382638,20","382,64"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","62","247343,49","247,34"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","47","193308,83","193,31"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","32","128725,97","128,73"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","37","150315,58","150,32"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","18","85185,88","85,19"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","12","54083,54","54,08"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","4","17228,82","17,23"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","8","34628,63","34,63"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","4663,38","4,66"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","4777,64","4,78"
"2015","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","3","12180,89","12,18"
